ano;UF;escolaridade;escolaridade_adj;horas_trabalhadas;faixa_horas_trabalhadas;renda_bruta;se
2024;25;1;Sem Instrução Formal;4;44 até 48 Horas;1405,603837664005;2,13339187143548e+02
2024;26;1;Sem Instrução Formal;4;44 até 48 Horas;1306,088680360477;3,73593843232187e+02
2024;27;1;Sem Instrução Formal;4;44 até 48 Horas;1501,095691949384;1,99917051087512e+02
2024;28;1;Sem Instrução Formal;4;44 até 48 Horas;3120,792956917579;1,00688650562913e+03
2024;29;1;Sem Instrução Formal;4;44 até 48 Horas;1197,252107044662;1,70133091334728e+02
2024;31;1;Sem Instrução Formal;4;44 até 48 Horas;2506,846066251748;6,70375145602412e+02
2024;32;1;Sem Instrução Formal;4;44 até 48 Horas;2385,445569137502;1,04983528117114e+03
2024;33;1;Sem Instrução Formal;4;44 até 48 Horas;2564,906777703118;5,01808560721507e+02
2024;35;1;Sem Instrução Formal;4;44 até 48 Horas;2306,014749267091;3,95778647468802e+02
2024;41;1;Sem Instrução Formal;4;44 até 48 Horas;1803,289768963625;2,01956684683899e+02
2024;42;1;Sem Instrução Formal;4;44 até 48 Horas;1361,549432029557;4,34859372616130e+02
2024;43;1;Sem Instrução Formal;4;44 até 48 Horas;1995,970278668389;4,28025411988050e+02
2024;50;1;Sem Instrução Formal;4;44 até 48 Horas;1532,154259693989;3,83558754162775e+02
2024;51;1;Sem Instrução Formal;4;44 até 48 Horas;3234,624468922522;5,59942814744801e+02
2024;52;1;Sem Instrução Formal;4;44 até 48 Horas;1630,419477402818;1,43606709879733e+02
2024;53;1;Sem Instrução Formal;4;44 até 48 Horas;2249,487362664049;4,16653023430209e+02
2024;11;2;Ensino Fundamental;4;44 até 48 Horas;2703,585829626486;5,11574572616588e+02
2024;12;2;Ensino Fundamental;4;44 até 48 Horas;2557,067511643465;4,50067725830771e+02
2024;13;2;Ensino Fundamental;4;44 até 48 Horas;1648,144709937503;1,25461439487712e+02
2024;14;2;Ensino Fundamental;4;44 até 48 Horas;2111,863256213822;3,41037430372773e+02
2024;15;2;Ensino Fundamental;4;44 até 48 Horas;1820,888107998152;1,52808235375913e+02
2024;16;2;Ensino Fundamental;4;44 até 48 Horas;1904,032009237209;2,41677509348412e+02
2024;17;2;Ensino Fundamental;4;44 até 48 Horas;3030,595050282458;5,32444606472414e+02
2024;21;2;Ensino Fundamental;4;44 até 48 Horas;1510,816361236029;1,86170373014263e+02
2024;22;2;Ensino Fundamental;4;44 até 48 Horas;1396,573882955602;9,20571479126895e+01
2024;23;2;Ensino Fundamental;4;44 até 48 Horas;1460,160574324692;9,89719999534287e+01
2024;24;2;Ensino Fundamental;4;44 até 48 Horas;1541,619851740638;1,21770600013310e+02
2024;25;2;Ensino Fundamental;4;44 até 48 Horas;1392,216203058758;9,18013455140242e+01
2024;26;2;Ensino Fundamental;4;44 até 48 Horas;1513,544978811545;1,04800268931640e+02
2024;27;2;Ensino Fundamental;4;44 até 48 Horas;1815,368128978147;3,30157549684477e+02
2024;28;2;Ensino Fundamental;4;44 até 48 Horas;1347,751205273093;1,02518853062510e+02
2024;29;2;Ensino Fundamental;4;44 até 48 Horas;1817,415972955707;1,98076683110604e+02
2024;31;2;Ensino Fundamental;4;44 até 48 Horas;2030,606128135919;9,59874792058778e+01
2024;32;2;Ensino Fundamental;4;44 até 48 Horas;2143,692414049979;1,63756619568898e+02
2024;33;2;Ensino Fundamental;4;44 até 48 Horas;1828,844609914211;6,03966079897796e+01
2024;35;2;Ensino Fundamental;4;44 até 48 Horas;2260,741883140654;1,00784194680130e+02
2024;41;2;Ensino Fundamental;4;44 até 48 Horas;2547,416547348439;1,23006024719736e+02
2024;42;2;Ensino Fundamental;4;44 até 48 Horas;2512,513072245039;1,18200639144268e+02
2024;43;2;Ensino Fundamental;4;44 até 48 Horas;2466,822410311369;2,47440888332457e+02
2024;50;2;Ensino Fundamental;4;44 até 48 Horas;2684,342930473257;1,92133403042988e+02
2024;51;2;Ensino Fundamental;4;44 até 48 Horas;2779,793059696526;2,42691196995525e+02
2024;52;2;Ensino Fundamental;4;44 até 48 Horas;2424,643533695788;1,64463453805295e+02
2024;53;2;Ensino Fundamental;4;44 até 48 Horas;1781,255269284164;1,44661063213769e+02
2024;11;3;Ensino Fundamental;4;44 até 48 Horas;3707,453819066533;1,15499314424515e+03
2024;12;3;Ensino Fundamental;4;44 até 48 Horas;1615,958005145942;1,94808171474413e+02
2024;13;3;Ensino Fundamental;4;44 até 48 Horas;1666,401019903338;2,62128102117996e+02
2024;14;3;Ensino Fundamental;4;44 até 48 Horas;1680,893843308890;2,48940368595579e+02
2024;15;3;Ensino Fundamental;4;44 até 48 Horas;1689,029906629207;1,31430188750148e+02
2024;16;3;Ensino Fundamental;4;44 até 48 Horas;1404,304648931371;1,88292060887904e+02
2024;17;3;Ensino Fundamental;4;44 até 48 Horas;2309,775631833527;5,18635024418848e+02
2024;21;3;Ensino Fundamental;4;44 até 48 Horas;1455,377982899109;1,78349208463491e+02
2024;22;3;Ensino Fundamental;4;44 até 48 Horas;1981,352062253771;4,14523814887678e+02
2024;23;3;Ensino Fundamental;4;44 até 48 Horas;1457,428076091385;1,24569814969979e+02
2024;24;3;Ensino Fundamental;4;44 até 48 Horas;2253,963559457339;4,26716675729994e+02
2024;25;3;Ensino Fundamental;4;44 até 48 Horas;1470,722571700404;1,38455067030804e+02
2024;26;3;Ensino Fundamental;4;44 até 48 Horas;1322,871892670527;1,39899316031909e+02
2024;27;3;Ensino Fundamental;4;44 até 48 Horas;1572,879806949686;1,13627145247630e+02
2024;28;3;Ensino Fundamental;4;44 até 48 Horas;1628,364439795611;2,51372471973720e+02
2024;29;3;Ensino Fundamental;4;44 até 48 Horas;1822,046081621974;3,31650980212692e+02
2024;31;3;Ensino Fundamental;4;44 até 48 Horas;1975,670895450053;1,05609158783562e+02
2024;32;3;Ensino Fundamental;4;44 até 48 Horas;2041,307485062756;2,07533403446313e+02
2024;33;3;Ensino Fundamental;4;44 até 48 Horas;1876,751588537169;9,86587091441912e+01
2024;35;3;Ensino Fundamental;4;44 até 48 Horas;2602,711427332790;1,53890824012435e+02
2024;41;3;Ensino Fundamental;4;44 até 48 Horas;2635,244299656692;2,27496542969606e+02
2024;42;3;Ensino Fundamental;4;44 até 48 Horas;2966,990620403164;4,46044031398378e+02
2024;43;3;Ensino Fundamental;4;44 até 48 Horas;2323,429927856214;2,78846735479961e+02
2024;50;3;Ensino Fundamental;4;44 até 48 Horas;2481,702428465740;1,90730047032244e+02
2024;51;3;Ensino Fundamental;4;44 até 48 Horas;2944,620879500292;4,78472548195642e+02
2024;52;3;Ensino Fundamental;4;44 até 48 Horas;2935,046387109377;3,71684738844557e+02
2024;53;3;Ensino Fundamental;4;44 até 48 Horas;2924,510546797944;5,99701261590753e+02
2024;11;4;Ensino Médio;4;44 até 48 Horas;3077,063569954420;6,76188479569705e+02
2024;12;4;Ensino Médio;4;44 até 48 Horas;1791,534386493552;3,05644391242232e+02
2024;13;4;Ensino Médio;4;44 até 48 Horas;1425,469916781919;2,43481876549065e+02
2024;14;4;Ensino Médio;4;44 até 48 Horas;1705,311887726338;1,64196256523798e+02
2024;15;4;Ensino Médio;4;44 até 48 Horas;1787,234683200151;1,97675662041580e+02
2024;16;4;Ensino Médio;4;44 até 48 Horas;1814,796352413452;2,51611894106648e+02
2024;17;4;Ensino Médio;4;44 até 48 Horas;2106,683326407406;2,28322605326998e+02
2024;21;4;Ensino Médio;4;44 até 48 Horas;1420,327737748088;1,32823519143474e+02
2024;22;4;Ensino Médio;4;44 até 48 Horas;1405,743318295828;1,88231932419970e+02
2024;23;4;Ensino Médio;4;44 até 48 Horas;1521,114910849178;1,93468238385524e+02
2024;24;4;Ensino Médio;4;44 até 48 Horas;3416,472026888016;1,84487842337057e+03
2024;25;4;Ensino Médio;4;44 até 48 Horas;1933,187138322848;5,03701117698833e+02
2024;26;4;Ensino Médio;4;44 até 48 Horas;1775,380241685522;2,99366048519934e+02
2024;27;4;Ensino Médio;4;44 até 48 Horas;1483,093892913397;1,02429071059418e+02
2024;28;4;Ensino Médio;4;44 até 48 Horas;1627,383612638161;1,73310648758991e+02
2024;29;4;Ensino Médio;4;44 até 48 Horas;1438,574017984685;1,01602623392023e+02
2024;31;4;Ensino Médio;4;44 até 48 Horas;1992,835723004315;9,67904376576870e+01
2024;32;4;Ensino Médio;4;44 até 48 Horas;2410,741780285336;5,69206692164552e+02
2024;33;4;Ensino Médio;4;44 até 48 Horas;1844,247896937256;1,01964743023003e+02
2024;35;4;Ensino Médio;4;44 até 48 Horas;2039,177538302510;1,13384660578367e+02
2024;41;4;Ensino Médio;4;44 até 48 Horas;2496,160564604188;1,74501990879667e+02
2024;42;4;Ensino Médio;4;44 até 48 Horas;2586,071454676453;1,99726631427089e+02
2024;43;4;Ensino Médio;4;44 até 48 Horas;2324,432107294529;1,88112641577960e+02
2024;50;4;Ensino Médio;4;44 até 48 Horas;2599,030581214593;2,28211413691298e+02
2024;51;4;Ensino Médio;4;44 até 48 Horas;2210,799710672366;1,30222069940801e+02
2024;52;4;Ensino Médio;4;44 até 48 Horas;2491,195663697537;2,18690966709289e+02
2024;53;4;Ensino Médio;4;44 até 48 Horas;3363,258294235551;1,09792033050393e+03
2024;11;5;Ensino Médio;4;44 até 48 Horas;2991,846009526446;4,40033618395108e+02
2024;12;5;Ensino Médio;4;44 até 48 Horas;2024,423549363741;2,91905188065220e+02
2024;13;5;Ensino Médio;4;44 até 48 Horas;2028,454171834201;1,81265685049895e+02
2024;14;5;Ensino Médio;4;44 até 48 Horas;1835,044020054957;9,79541683371194e+01
2024;15;5;Ensino Médio;4;44 até 48 Horas;2002,135217771984;1,00393986808831e+02
2024;16;5;Ensino Médio;4;44 até 48 Horas;2595,734915539229;4,07087406155745e+02
2024;17;5;Ensino Médio;4;44 até 48 Horas;2238,741501816753;1,54071782289686e+02
2024;21;5;Ensino Médio;4;44 até 48 Horas;2037,323197246899;1,41081782675946e+02
2024;22;5;Ensino Médio;4;44 até 48 Horas;2056,236911092960;1,60096766797068e+02
2024;23;5;Ensino Médio;4;44 até 48 Horas;1871,806039609538;1,51223038479482e+02
2024;24;5;Ensino Médio;4;44 até 48 Horas;2054,761009940926;1,64449862613534e+02
2024;25;5;Ensino Médio;4;44 até 48 Horas;1966,584373445655;1,04403983775167e+02
2024;26;5;Ensino Médio;4;44 até 48 Horas;1726,027157519437;6,50533861557436e+01
2024;27;5;Ensino Médio;4;44 até 48 Horas;1898,961996458324;1,02353140376031e+02
2024;28;5;Ensino Médio;4;44 até 48 Horas;1568,197486856050;7,75014579873079e+01
2024;29;5;Ensino Médio;4;44 até 48 Horas;1852,117418388889;9,44752227170806e+01
2024;31;5;Ensino Médio;4;44 até 48 Horas;2255,669977873870;7,68615921518027e+01
2024;32;5;Ensino Médio;4;44 até 48 Horas;2642,991126149893;1,93925447504193e+02
2024;33;5;Ensino Médio;4;44 até 48 Horas;2396,014902817439;6,75248003241328e+01
2024;35;5;Ensino Médio;4;44 até 48 Horas;2651,386722387955;7,81706456741562e+01
2024;41;5;Ensino Médio;4;44 até 48 Horas;2982,667037970954;1,96428575673751e+02
2024;42;5;Ensino Médio;4;44 até 48 Horas;2910,343259754049;1,44183376491031e+02
2024;43;5;Ensino Médio;4;44 até 48 Horas;2761,186465871782;1,05411291526986e+02
2024;50;5;Ensino Médio;4;44 até 48 Horas;2676,421293889772;1,37997665924048e+02
2024;51;5;Ensino Médio;4;44 até 48 Horas;3221,214778202275;1,98199945457440e+02
2024;52;5;Ensino Médio;4;44 até 48 Horas;2677,307960380678;1,53367428275337e+02
2024;53;5;Ensino Médio;4;44 até 48 Horas;2245,535113017030;1,52363589065616e+02
2024;11;6;Ensino Superior;4;44 até 48 Horas;3649,500740375147;1,16812919532092e+03
2024;12;6;Ensino Superior;4;44 até 48 Horas;2304,375662750977;4,37486470162047e+02
2024;13;6;Ensino Superior;4;44 até 48 Horas;2434,289611617322;4,32050134798198e+02
2024;14;6;Ensino Superior;4;44 até 48 Horas;3439,866021554400;1,11339251177108e+03
2024;15;6;Ensino Superior;4;44 até 48 Horas;2661,480597609567;3,59904952005780e+02
2024;16;6;Ensino Superior;4;44 até 48 Horas;1797,871083596660;1,36239801813190e+02
2024;17;6;Ensino Superior;4;44 até 48 Horas;2023,037586889302;1,95844898274752e+02
2024;21;6;Ensino Superior;4;44 até 48 Horas;2569,530318147174;4,57219628419460e+02
2024;22;6;Ensino Superior;4;44 até 48 Horas;1637,603210104048;1,40673570364824e+02
2024;23;6;Ensino Superior;4;44 até 48 Horas;4939,431268413552;1,18267164094895e+03
2024;24;6;Ensino Superior;4;44 até 48 Horas;2258,841611365757;7,53191742560507e+02
2024;25;6;Ensino Superior;4;44 até 48 Horas;1676,078636734771;1,95757201580705e+02
2024;26;6;Ensino Superior;4;44 até 48 Horas;2841,269802245932;7,80225619012610e+02
2024;27;6;Ensino Superior;4;44 até 48 Horas;2343,518006676667;4,20874420039053e+02
2024;28;6;Ensino Superior;4;44 até 48 Horas;3114,688941874991;8,08462973454350e+02
2024;29;6;Ensino Superior;4;44 até 48 Horas;1849,319170052745;1,68993806818240e+02
2024;31;6;Ensino Superior;4;44 até 48 Horas;2975,367539875432;3,17440791189335e+02
2024;32;6;Ensino Superior;4;44 até 48 Horas;3901,473299878512;5,90958142953328e+02
2024;33;6;Ensino Superior;4;44 até 48 Horas;3137,942903348073;3,70231860062306e+02
2024;35;6;Ensino Superior;4;44 até 48 Horas;3237,447808280464;3,38244395582175e+02
2024;41;6;Ensino Superior;4;44 até 48 Horas;4536,268904296383;1,14012377609895e+03
2024;42;6;Ensino Superior;4;44 até 48 Horas;4287,119756357850;9,78369270365268e+02
2024;43;6;Ensino Superior;4;44 até 48 Horas;3275,546265924792;3,39924620271806e+02
2024;50;6;Ensino Superior;4;44 até 48 Horas;2998,156446161208;3,38898757450755e+02
2024;51;6;Ensino Superior;4;44 até 48 Horas;3056,497858384307;4,89743500327424e+02
2024;52;6;Ensino Superior;4;44 até 48 Horas;2731,933955319485;3,40216046637261e+02
2024;53;6;Ensino Superior;4;44 até 48 Horas;2798,382257830800;3,01832776910787e+02
2024;11;7;Ensino Superior;4;44 até 48 Horas;3976,337517599217;1,11859669021501e+03
2024;12;7;Ensino Superior;4;44 até 48 Horas;4629,405629457514;5,36017382904491e+02
2024;13;7;Ensino Superior;4;44 até 48 Horas;4921,508790154446;8,06425830929352e+02
2024;14;7;Ensino Superior;4;44 até 48 Horas;5850,884048311433;3,17961152794160e+03
2024;15;7;Ensino Superior;4;44 até 48 Horas;4939,326237732830;6,96670656589463e+02
2024;16;7;Ensino Superior;4;44 até 48 Horas;4751,875232362772;8,20792597710081e+02
2024;17;7;Ensino Superior;4;44 até 48 Horas;4191,236340535241;5,81089831096583e+02
2024;21;7;Ensino Superior;4;44 até 48 Horas;3968,081597482729;8,31913373092110e+02
2024;22;7;Ensino Superior;4;44 até 48 Horas;4723,262546422719;1,05099856692901e+03
2024;23;7;Ensino Superior;4;44 até 48 Horas;3542,284392327708;3,25250113912515e+02
2024;24;7;Ensino Superior;4;44 até 48 Horas;6063,376370106369;1,76029990716883e+03
2024;25;7;Ensino Superior;4;44 até 48 Horas;5868,939877139456;1,08690434597249e+03
2024;26;7;Ensino Superior;4;44 até 48 Horas;6279,852454319882;8,24251536474803e+02
2024;27;7;Ensino Superior;4;44 até 48 Horas;4737,982802592313;9,68210872749821e+02
2024;28;7;Ensino Superior;4;44 até 48 Horas;4919,304586423015;9,69264016989855e+02
2024;29;7;Ensino Superior;4;44 até 48 Horas;5510,407070526251;1,62380225760637e+03
2024;31;7;Ensino Superior;4;44 até 48 Horas;5505,860891670995;5,21633651850282e+02
2024;32;7;Ensino Superior;4;44 até 48 Horas;4735,247479589405;4,48433760054973e+02
2024;33;7;Ensino Superior;4;44 até 48 Horas;7652,993623026598;7,90647179861881e+02
2024;35;7;Ensino Superior;4;44 até 48 Horas;6201,493476028771;5,25049645143097e+02
2024;41;7;Ensino Superior;4;44 até 48 Horas;5338,821357087749;4,49221905122075e+02
2024;42;7;Ensino Superior;4;44 até 48 Horas;5532,866555427094;5,63589041914527e+02
2024;43;7;Ensino Superior;4;44 até 48 Horas;7030,859828452270;6,23434628653691e+02
2024;50;7;Ensino Superior;4;44 até 48 Horas;5362,051742759657;7,08853741698981e+02
2024;51;7;Ensino Superior;4;44 até 48 Horas;5242,841789229158;5,40483404553773e+02
2024;52;7;Ensino Superior;4;44 até 48 Horas;6497,623914861263;8,98751263383297e+02
2024;53;7;Ensino Superior;4;44 até 48 Horas;9030,545590725276;1,01613020572679e+03
2024;11;1;Sem Instrução Formal;5;49 Horas +;2305,678971045874;1,13177550884570e+03
2024;12;1;Sem Instrução Formal;5;49 Horas +;2180,197357212401;3,27669304750501e+02
2024;13;1;Sem Instrução Formal;5;49 Horas +;874,093695896716;2,34812232307927e+02
2024;14;1;Sem Instrução Formal;5;49 Horas +;966,954508059783;1,45156326012906e+02
2024;15;1;Sem Instrução Formal;5;49 Horas +;1138,414116443056;1,12524392745253e+02
2024;16;1;Sem Instrução Formal;5;49 Horas +;1496,634746374724;3,49571302621101e+02
2024;17;1;Sem Instrução Formal;5;49 Horas +;1137,290238814569;3,90079553240142e+02
2024;21;1;Sem Instrução Formal;5;49 Horas +;1234,332579364655;1,88617176638549e+02
2024;22;1;Sem Instrução Formal;5;49 Horas +;1499,733320824171;3,05185015224772e+02
2024;23;1;Sem Instrução Formal;5;49 Horas +;1745,284307425431;2,63988524093729e+02
2024;24;1;Sem Instrução Formal;5;49 Horas +;1526,162792425421;1,88438047152749e+02
2024;25;1;Sem Instrução Formal;5;49 Horas +;1155,073593216197;3,90386454098249e+02
2024;26;1;Sem Instrução Formal;5;49 Horas +;1765,306910199565;6,60731351771798e+02
2024;27;1;Sem Instrução Formal;5;49 Horas +;1034,464302049533;1,40439106212541e+02
2024;28;1;Sem Instrução Formal;5;49 Horas +;902,342655132590;1,07878944483095e+02
2024;29;1;Sem Instrução Formal;5;49 Horas +;1638,382652266784;1,97786045770553e+02
2024;31;1;Sem Instrução Formal;5;49 Horas +;2636,323541829316;6,98772276830123e+02
2024;32;1;Sem Instrução Formal;5;49 Horas +;2300,666278149988;4,32978881850110e+02
2024;33;1;Sem Instrução Formal;5;49 Horas +;1788,976875530482;3,44199862360215e+02
2024;35;1;Sem Instrução Formal;5;49 Horas +;3175,718664073423;7,18166240709284e+02
2024;41;1;Sem Instrução Formal;5;49 Horas +;1730,911621312317;4,76872091590112e+02
2024;42;1;Sem Instrução Formal;5;49 Horas +;2840,868497150677;3,02173383442741e+02
2024;43;1;Sem Instrução Formal;5;49 Horas +;3343,809173443780;8,89212218037095e+02
2024;50;1;Sem Instrução Formal;5;49 Horas +;1711,490204520385;4,68110563064739e+02
2024;51;1;Sem Instrução Formal;5;49 Horas +;2695,852317783030;5,07136451044707e+02
2024;52;1;Sem Instrução Formal;5;49 Horas +;3708,373911303272;1,89549827498176e+03
2024;53;1;Sem Instrução Formal;5;49 Horas +;747,711689817821;3,82433179246094e+02
2024;11;2;Ensino Fundamental;5;49 Horas +;3275,347000284318;3,27123298127353e+02
2024;12;2;Ensino Fundamental;5;49 Horas +;3259,486683194780;8,40991688990051e+02
2024;13;2;Ensino Fundamental;5;49 Horas +;1543,596302267695;2,36552725846064e+02
2024;14;2;Ensino Fundamental;5;49 Horas +;2183,250522216849;3,30703232730038e+02
2024;15;2;Ensino Fundamental;5;49 Horas +;1837,509019949139;1,89522514985354e+02
2024;16;2;Ensino Fundamental;5;49 Horas +;1613,205801829647;2,55563919484324e+02
2024;17;2;Ensino Fundamental;5;49 Horas +;3290,528614913723;9,88045890528338e+02
2024;21;2;Ensino Fundamental;5;49 Horas +;1742,690517659232;2,10261722719281e+02
2024;22;2;Ensino Fundamental;5;49 Horas +;1538,785255286751;1,47233737641387e+02
2024;23;2;Ensino Fundamental;5;49 Horas +;1447,721294568127;1,00972077824500e+02
2024;24;2;Ensino Fundamental;5;49 Horas +;1571,652069209464;1,43204768644171e+02
2024;25;2;Ensino Fundamental;5;49 Horas +;1520,482725944391;1,24527459772356e+02
2024;26;2;Ensino Fundamental;5;49 Horas +;1713,711606757136;1,68370485903329e+02
2024;27;2;Ensino Fundamental;5;49 Horas +;1856,246377088224;3,66546695234766e+02
2024;28;2;Ensino Fundamental;5;49 Horas +;1559,441350649931;1,39852627128770e+02
2024;29;2;Ensino Fundamental;5;49 Horas +;1536,102414615863;1,70277115083156e+02
2024;31;2;Ensino Fundamental;5;49 Horas +;2366,032613474460;1,14508470765653e+02
2024;32;2;Ensino Fundamental;5;49 Horas +;2479,574882058319;1,80650583230493e+02
2024;33;2;Ensino Fundamental;5;49 Horas +;1951,428053966014;9,73612947400114e+01
2024;35;2;Ensino Fundamental;5;49 Horas +;3395,963708948366;6,31492506425793e+02
2024;41;2;Ensino Fundamental;5;49 Horas +;3014,960147439258;2,43976653387248e+02
2024;42;2;Ensino Fundamental;5;49 Horas +;3679,981150996844;3,86064262493830e+02
2024;43;2;Ensino Fundamental;5;49 Horas +;2950,225801044713;1,60657519390909e+02
2024;50;2;Ensino Fundamental;5;49 Horas +;2945,848331096000;2,16080575395302e+02
2024;51;2;Ensino Fundamental;5;49 Horas +;3978,914488177917;2,94965083618832e+02
2024;52;2;Ensino Fundamental;5;49 Horas +;2940,741169381778;2,72404265618501e+02
2024;53;2;Ensino Fundamental;5;49 Horas +;3309,713026528064;9,92431112350050e+02
2024;11;3;Ensino Fundamental;5;49 Horas +;5481,055448032876;2,70062620749287e+03
2024;12;3;Ensino Fundamental;5;49 Horas +;2786,719140215649;1,54677951880203e+03
2024;13;3;Ensino Fundamental;5;49 Horas +;1729,641914600908;3,05922423965937e+02
2024;14;3;Ensino Fundamental;5;49 Horas +;1677,987652126034;3,23116618914379e+02
2024;15;3;Ensino Fundamental;5;49 Horas +;2527,675985479952;4,17970862753970e+02
2024;16;3;Ensino Fundamental;5;49 Horas +;1627,880980205347;2,42367108765901e+02
2024;17;3;Ensino Fundamental;5;49 Horas +;4316,215754652992;9,38883274829525e+02
2024;21;3;Ensino Fundamental;5;49 Horas +;2373,547071280405;6,37512076839407e+02
2024;22;3;Ensino Fundamental;5;49 Horas +;3224,045038846454;1,02389786049583e+03
2024;23;3;Ensino Fundamental;5;49 Horas +;1929,367188743548;2,13701879685474e+02
2024;24;3;Ensino Fundamental;5;49 Horas +;24068,471444817143;2,53518994784641e+04
2024;25;3;Ensino Fundamental;5;49 Horas +;1007,816516033060;2,09537292419091e+02
2024;26;3;Ensino Fundamental;5;49 Horas +;1994,584813886700;2,79228222628936e+02
2024;27;3;Ensino Fundamental;5;49 Horas +;2580,170505420736;8,71979219041192e+02
2024;28;3;Ensino Fundamental;5;49 Horas +;1578,719397671923;1,89234603246072e+02
2024;29;3;Ensino Fundamental;5;49 Horas +;1831,953163833877;2,81033438945782e+02
2024;31;3;Ensino Fundamental;5;49 Horas +;2896,850121242148;3,08487548655916e+02
2024;32;3;Ensino Fundamental;5;49 Horas +;2699,129395333759;4,13238239353714e+02
2024;33;3;Ensino Fundamental;5;49 Horas +;2330,654194903220;1,73456023699985e+02
2024;35;3;Ensino Fundamental;5;49 Horas +;3107,881155151091;2,82704367652876e+02
2024;41;3;Ensino Fundamental;5;49 Horas +;3425,881159082491;3,87834862820056e+02
2024;42;3;Ensino Fundamental;5;49 Horas +;2932,200609310898;1,31079567947161e+02
2024;43;3;Ensino Fundamental;5;49 Horas +;3083,615663003864;3,21271050800656e+02
2024;50;3;Ensino Fundamental;5;49 Horas +;2656,681412661442;1,97362409266908e+02
2024;51;3;Ensino Fundamental;5;49 Horas +;4856,702280507615;8,45922699244682e+02
2024;52;3;Ensino Fundamental;5;49 Horas +;2941,906080029002;2,46451234449671e+02
2024;53;3;Ensino Fundamental;5;49 Horas +;2080,320569598916;2,75168233120468e+02
2024;11;4;Ensino Médio;5;49 Horas +;3067,426117703084;5,90669848792144e+02
2024;12;4;Ensino Médio;5;49 Horas +;1999,682978033818;4,20566108579004e+02
2024;13;4;Ensino Médio;5;49 Horas +;2141,347788088994;4,09154276439997e+02
2024;14;4;Ensino Médio;5;49 Horas +;1010,585301915360;3,06245705203500e+02
2024;15;4;Ensino Médio;5;49 Horas +;2759,696587854326;7,15248634491106e+02
2024;16;4;Ensino Médio;5;49 Horas +;2348,413753448038;5,85314827926071e+02
2024;17;4;Ensino Médio;5;49 Horas +;1951,534714267777;3,31850716957980e+02
2024;21;4;Ensino Médio;5;49 Horas +;2040,209582913691;3,67064900525968e+02
2024;22;4;Ensino Médio;5;49 Horas +;1444,916115910869;2,72262125852773e+02
2024;23;4;Ensino Médio;5;49 Horas +;1947,288174587335;3,10876519900398e+02
2024;24;4;Ensino Médio;5;49 Horas +;3210,071290374664;1,36829202308759e+03
2024;25;4;Ensino Médio;5;49 Horas +;2144,701628121103;2,93341660747689e+02
2024;26;4;Ensino Médio;5;49 Horas +;1885,257338859467;2,69609392051025e+02
2024;27;4;Ensino Médio;5;49 Horas +;1751,289130192630;2,94303987443917e+02
2024;28;4;Ensino Médio;5;49 Horas +;2288,864814139801;7,14263642395578e+02
2024;29;4;Ensino Médio;5;49 Horas +;1846,442968113704;3,46127334616783e+02
2024;31;4;Ensino Médio;5;49 Horas +;2605,198541536219;1,69650469615003e+02
2024;32;4;Ensino Médio;5;49 Horas +;2754,235790902397;3,42737267256480e+02
2024;33;4;Ensino Médio;5;49 Horas +;2170,480082455295;2,03896091305230e+02
2024;35;4;Ensino Médio;5;49 Horas +;3606,986494755004;1,11064416362680e+03
2024;41;4;Ensino Médio;5;49 Horas +;2836,261006447952;1,75081480496563e+02
2024;42;4;Ensino Médio;5;49 Horas +;2757,470241817615;2,26525597527732e+02
2024;43;4;Ensino Médio;5;49 Horas +;2856,962091200935;1,89463052913312e+02
2024;50;4;Ensino Médio;5;49 Horas +;2301,000077024877;2,31981936393192e+02
2024;51;4;Ensino Médio;5;49 Horas +;3174,925038440853;3,12275807169673e+02
2024;52;4;Ensino Médio;5;49 Horas +;3017,285354161860;2,14347255184048e+02
2024;53;4;Ensino Médio;5;49 Horas +;3502,906113124744;1,44058199293831e+03
2024;11;5;Ensino Médio;5;49 Horas +;3877,449001868242;1,29439681022508e+03
2024;12;5;Ensino Médio;5;49 Horas +;2309,702317966683;3,12007531641491e+02
2024;13;5;Ensino Médio;5;49 Horas +;2679,503910024973;3,00748552406490e+02
2024;14;5;Ensino Médio;5;49 Horas +;2490,328366127754;3,46400625595475e+02
2024;15;5;Ensino Médio;5;49 Horas +;2570,531399223966;2,69456760707726e+02
2024;16;5;Ensino Médio;5;49 Horas +;3294,479351520396;6,71414882892841e+02
2024;17;5;Ensino Médio;5;49 Horas +;2864,007514596719;3,73544430099628e+02
2024;21;5;Ensino Médio;5;49 Horas +;2388,244188722158;1,65967346413350e+02
2024;22;5;Ensino Médio;5;49 Horas +;2702,750351566757;3,93978482766961e+02
2024;23;5;Ensino Médio;5;49 Horas +;2350,178772103028;2,78129624293023e+02
2024;24;5;Ensino Médio;5;49 Horas +;2887,702599633228;6,51938643561607e+02
2024;25;5;Ensino Médio;5;49 Horas +;2382,235916731209;2,63543586368446e+02
2024;26;5;Ensino Médio;5;49 Horas +;2155,742777392787;1,79591868206688e+02
2024;27;5;Ensino Médio;5;49 Horas +;2519,600392140883;3,41202128041610e+02
2024;28;5;Ensino Médio;5;49 Horas +;2066,045114751277;2,18482831165488e+02
2024;29;5;Ensino Médio;5;49 Horas +;2314,879743678207;1,82134447457824e+02
2024;31;5;Ensino Médio;5;49 Horas +;2984,797248202414;1,21739381865052e+02
